date,3D_printing,autonomous_cars,cloud_computing,drones,electric_cars,smartphones,solar_tech
2015-10-01,4.2205557675534233e-4,4.893459714348016e-4,0.001465482582860881,0.0017606233645878762,0.0013790272023549936,0.009700464048190144,0.0026473233754906234
2015-11-01,3.871491771160052e-4,5.055075019752739e-4,0.001360668986550067,0.0020599769517491056,0.0012590253869571837,0.009495770948632938,0.0025523837231101855
2015-12-01,3.325626923069676e-4,5.096782338188937e-4,0.001071172184569468,0.0020881733923467246,0.0014574348016965408,0.008785590331752482,0.0027076067356663594
2016-01-01,3.916068798229479e-4,9.293220574979664e-4,0.0011748206394688436,0.0019071942076991286,0.0016653597836681151,0.009263907311460753,0.002263533567350887
2016-02-01,4.1394004510581856e-4,6.750406889417964e-4,0.0012054298016817792,0.001628012551026071,0.0013000446691345377,0.00986996824033632,0.0022316372102078523
2016-03-01,3.886252925377958e-4,7.515987505846481e-4,0.0010893479047154057,0.0017182453803183736,0.0013035407227147849,0.00946809211060729,0.0021436383022931885
2016-04-01,4.4056325728632245e-4,5.728632245388058e-4,0.0014552996397773168,0.0019906123785612922,0.0016063748499072154,0.008355419714005021,0.0025045300731361205
2016-05-01,4.069918113247561e-4,8.729424363981797e-4,0.001196335929721094,0.002046398826455612,0.0012944539555864137,0.008289433216603682,0.002373312248957551
2016-06-01,4.08773742149326e-4,5.866785933837503e-4,0.0012014236009571552,0.0019198332673923495,0.0013675586655959178,0.007999380728151428,0.00236527442162816
2016-07-01,4.3007426776395274e-4,7.231548453522623e-4,0.0012148046742056157,0.0017575288056680064,0.0013770968507203147,0.010111279926796682,0.002210992240047313
2016-08-01,3.58065218640234e-4,8.662149878796705e-4,0.0013311653464125116,0.0016553836040867533,0.0013311653464125116,0.008823813652884272,0.0021394842168503533
2016-09-01,4.348739136038474e-4,9.621303684396003e-4,0.0014091717386935036,0.0021324594395579336,0.001505610098808761,0.009440594420815544,0.0020783818544465745
2016-10-01,4.3576059468720317e-4,7.991235301098657e-4,0.001309114636194889,0.002189800086235693,0.0015093537317556753,0.008661600968845638,0.0022131689509350067
2016-11-01,3.6915866476373616e-4,6.422159499644471e-4,0.0013431091845659336,0.001629565219801874,0.0016198626766729149,0.00760679381310407,0.002169211428117323
2016-12-01,3.3778143039368857e-4,9.661896185620038e-4,0.001019599502855023,0.002262943115586207,0.0015180917562565349,0.00778052098214522,0.001959805934463666
2017-01-01,3.6587703321408103e-4,9.427824971980901e-4,0.0011868578858067094,0.0017925614130501492,0.0018279688678773183,0.008163542784952115,0.0019483542142896934
2017-02-01,3.630119287744563e-4,7.597699863858474e-4,0.0012987438726671783,0.0017875806532479204,0.0015966739815418316,0.007374493325979891,0.002047907932847132
2017-03-01,4.509853247289852e-4,0.0010049412871851087,0.001304294744543751,0.0016405785993994684,0.001671860818455814,0.007813603159851705,0.002165859194387275
2017-04-01,4.068317277358363e-4,8.959814541831343e-4,0.0011524519819604627,0.001895693103274353,0.0018419246994917221,0.007219240904336969,0.002277781848738536
2017-05-01,4.811350208613919e-4,9.535720727443191e-4,0.0017144154644394983,0.0016288091381777663,0.0016306402895416537,0.007271959853837498,0.0022198132408723973
2017-06-01,4.900146075212841e-4,0.001037735526107949,0.0014822697359251618,0.002051508262027731,0.0019199574342600413,0.007339949345595761,0.0026985035971082293
2017-07-01,4.7081121985570543e-4,8.476622606414955e-4,0.001261895308154026,0.0019716482737090328,0.0025293474010917565,0.007843149141072621,0.002319199903817107
2017-08-01,4.1651411432734587e-4,8.635386965188481e-4,0.0014196613153155152,0.001761286099430841,0.002169016897251839,0.008654802717465672,0.0022873605301794754
2017-09-01,4.368272270396526e-4,9.492137582158937e-4,0.0012018651814226116,0.0017161406952022676,0.0024873178430463243,0.00851931154140036,0.0021095213223633817
2017-10-01,4.764394969710758e-4,0.0010198996695926282,0.001335854283373447,0.0019467910546090848,0.0022755115113709465,0.007648563637499299,0.0021597070786143406
2017-11-01,5.143230402370978e-4,0.0010920684535727398,0.0013226110944710968,0.0015943551310320116,0.002332276756718721,0.00833101479037517,0.0020633103423373044
2017-12-01,4.1761592750833086e-4,8.796161564909771e-4,0.0011418870288392043,0.0017284659221872584,0.0023180710179085615,0.008050707046966156,0.0019211341399507638
2018-01-01,3.927079252400468e-4,0.001110091936819535,0.0012241039151150324,0.0017730504772785387,0.0025049792268298805,0.008062945872461416,0.0025974086907155306
2018-02-01,4.62324592329863e-4,9.322365685601068e-4,0.001355612590201349,0.001989917884273174,0.002351077357931295,0.0076804558095586875,0.0021391364343139943
2018-03-01,4.2901380335626525e-4,0.001193049231893128,0.0011488449896817992,0.0017425777587518584,0.0021985794152476717,0.0071769077038688015,0.0022734939731005556
2018-04-01,4.973198659240914e-4,8.62434738699456e-4,0.0014394594199875813,0.0016723692996142192,0.0022770758928251826,0.007245024534287627,0.002245575786154367
2018-05-01,5.248308258082767e-4,8.146974964452948e-4,0.001501909490876877,0.0017359430949385464,0.0023114889562194313,0.0074476658055967065,0.0023677872983495747
2018-06-01,5.174964536272443e-4,7.432669652587381e-4,0.0013566524676463247,0.0019015457923479524,0.002639231913498946,0.00795523960085803,0.0023601897081117064
2018-07-01,5.725029641888447e-4,6.934689821230996e-4,0.0015084253874301707,0.002025659395149054,0.002365094212714571,0.008008784635647226,0.002262377378520398
2018-08-01,6.098263626508886e-4,7.383182049485675e-4,0.0013093930596049183,0.002296536736939467,0.002562698410270373,0.007862986905049628,0.002254725899366413
2018-09-01,5.891567798794543e-4,6.654315415602765e-4,0.0014976154931400057,0.001980513639505487,0.0028263744449038464,0.007859456650159757,0.002229853205275899
